8 93 1.0
21 102 1.0
56 58 1.0
101 103 1.0
136 141 1.0
29 82 2.0
30 80 2.0
94 149 2.0
26 124 3.0
32 43 3.0
36 123 3.0
40 137 3.0
46 70 3.0
75 121 3.0
90 101 3.0
13 29 4.0
14 147 4.0
64 69 4.0
77 87 4.0
107 133 4.0
119 135 4.0
29 107 5.0
47 68 5.0
62 122 5.0
70 124 5.0
8 103 6.0
14 145 6.0
35 42 6.0
37 76 6.0
63 92 6.0
14 92 7.0
24 134 7.0
20 115 8.0
37 39 8.0
39 137 8.0
57 129 8.0
74 95 8.0
4 54 9.0
4 122 9.0
19 105 9.0
25 34 9.0
31 69 9.0
43 61 9.0
55 78 9.0
102 149 9.0
0 27 10.0
11 77 10.0
49 77 10.0
91 98 10.0
94 101 10.0
107 109 10.0
21 124 11.0
25 83 11.0
29 75 11.0
36 89 11.0
48 134 11.0
50 79 11.0
66 111 11.0
70 119 11.0
82 90 11.0
9 134 12.0
63 83 12.0
75 76 12.0
16 84 13.0
34 143 13.0
36 54 13.0
68 113 13.0
89 130 13.0
9 60 14.0
15 45 14.0
19 31 14.0
23 91 14.0
23 147 14.0
25 119 14.0
45 53 14.0
47 100 14.0
95 141 14.0
1 58 15.0
19 24 15.0
47 72 15.0
48 79 15.0
49 113 15.0
61 144 15.0
126 13 15.0
11 142 16.0
30 81 16.0
32 126 16.0
38 116 16.0
45 55 16.0
52 114 16.0
55 110 16.0
115 141 16.0
146 26 16.0
31 148 17.0
55 106 17.0
60 125 17.0
73 91 17.0
79 139 17.0
33 52 18.0
66 79 18.0
72 97 18.0
88 142 18.0
111 132 18.0
6 131 19.0
22 60 19.0
53 109 19.0
62 111 19.0
106 116 19.0
136 31 19.0
18 33 20.0
64 98 20.0
67 71 20.0
73 104 20.0
84 97 21.0
59 128 22.0
128 144 22.0
10 67 23.0
16 18 23.0
85 119 23.0
5 88 24.0
17 57 24.0
27 86 24.0
28 72 24.0
108 112 24.0
108 130 24.0
6 73 25.0
10 59 25.0
16 127 25.0
58 112 25.0
16 117 26.0
30 33 26.0
44 71 26.0
2 30 27.0
2 83 27.0
7 118 27.0
42 140 27.0
7 108 28.0
3 140 29.0
27 36 30.0
99 125 33.0
56 129 34.0
96 53 36.0
138 88 37.0
1 65 45.0
3 65 54.0
120 96 65.0
12 20 68.0
41 81 69.0
51 12 218.0
