108 114 2.0
122 164 2.0
55 115 3.0
87 121 3.0
106 129 3.0
18 129 4.0
29 54 4.0
53 110 4.0
67 146 4.0
105 182 4.0
134 169 4.0
4 111 5.0
13 181 5.0
24 117 5.0
43 107 5.0
59 158 5.0
4 95 6.0
51 173 6.0
59 95 6.0
67 153 6.0
11 175 7.0
20 181 7.0
30 42 7.0
35 87 7.0
162 179 7.0
29 134 8.0
30 107 8.0
45 47 8.0
69 155 8.0
73 162 8.0
77 93 8.0
108 178 8.0
130 171 8.0
0 137 9.0
3 82 9.0
56 94 9.0
90 116 9.0
2 43 10.0
48 72 10.0
57 171 10.0
72 96 10.0
0 56 11.0
2 169 11.0
15 17 11.0
16 26 11.0
21 135 11.0
23 136 11.0
31 168 11.0
61 102 11.0
82 124 11.0
85 144 11.0
167 170 11.0
4 162 12.0
17 90 12.0
17 101 12.0
21 133 12.0
23 165 12.0
24 31 12.0
35 77 12.0
37 97 12.0
88 174 12.0
116 160 12.0
145 180 12.0
17 48 13.0
23 177 13.0
35 45 13.0
37 118 13.0
53 161 13.0
93 134 13.0
1 27 14.0
17 144 14.0
33 53 14.0
46 72 14.0
62 143 14.0
64 89 14.0
121 157 14.0
47 118 15.0
55 112 15.0
62 127 15.0
79 143 15.0
83 98 15.0
5 97 16.0
16 109 16.0
105 132 16.0
1 92 17.0
13 62 17.0
50 152 17.0
71 152 17.0
105 131 17.0
109 145 17.0
153 178 17.0
14 68 18.0
24 63 18.0
25 86 18.0
25 167 18.0
27 166 18.0
38 70 18.0
51 153 18.0
60 79 18.0
62 142 18.0
106 113 18.0
113 173 18.0
139 167 18.0
6 19 19.0
44 138 19.0
63 116 19.0
22 80 20.0
25 143 20.0
26 161 20.0
36 103 20.0
50 99 20.0
65 78 20.0
138 170 20.0
7 11 21.0
11 33 21.0
12 120 21.0
18 100 21.0
25 70 21.0
32 40 21.0
44 65 21.0
69 183 21.0
89 99 21.0
0 76 22.0
3 49 22.0
9 26 22.0
27 177 22.0
58 141 22.0
83 123 22.0
14 57 23.0
42 119 23.0
50 149 23.0
88 155 23.0
92 122 23.0
8 178 24.0
10 115 24.0
18 39 24.0
41 46 25.0
64 46 25.0
66 112 25.0
19 31 26.0
34 49 26.0
36 61 26.0
40 78 26.0
81 128 26.0
3 7 27.0
5 130 27.0
8 105 27.0
22 147 27.0
49 91 27.0
65 135 27.0
66 91 27.0
137 157 27.0
102 120 28.0
152 180 28.0
68 159 29.0
38 172 30.0
9 154 31.0
28 78 31.0
57 59 31.0
58 150 31.0
75 131 31.0
52 148 32.0
80 135 32.0
120 154 32.0
128 151 33.0
68 128 35.0
140 127 35.0
115 183 36.0
136 174 36.0
163 172 37.0
172 102 39.0
104 34 40.0
66 156 41.0
150 79 42.0
151 166 42.0
84 89 44.0
125 128 44.0
28 52 46.0
147 176 47.0
123 125 48.0
126 156 52.0
74 148 75.0
74 75 87.0
